time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754391401963.0,5.0,5.0,6.0,1754391401963.0,1754391406963.0,18,1
1754391401963.0,5.0,5.0,6.0,1754391401963.0,1754391406963.0,18,1
1754391401963.0,5.0,5.0,6.0,1754391401963.0,1754391406963.0,18,1
1754391401963.0,5.0,5.0,6.0,1754391401963.0,1754391406963.0,18,1
1754391426081.6667,5.0,5.533333333333334,6.0,1754391421967.0,1754391426967.0,18,1
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391427860.5715,5.685714285714285,6.181428571428571,6.0,1754391426968.0,1754391431968.0,18,0
1754391536382.3333,5.8,7.400000000000001,6.0,1754391531989.0,1754391536989.0,18,0
1754391537141.0,5.8,8.065,6.0,1754391536990.0,1754391541990.0,18,0
1754391537141.0,5.8,8.065,6.0,1754391536990.0,1754391541990.0,18,0
