time,valence,arousal,videoID,start_time,end_time,P_id,probe
1755160310662.0,5.0,5.0,2.0,1755160310662.0,1755160315662.0,34,1
1755160318534.8333,5.0,5.045,2.0,1755160315663.0,1755160320663.0,34,1
1755160321935.3333,5.533333333333334,4.47,2.0,1755160320664.0,1755160325664.0,34,0
1755160330258.0,5.8,4.2,2.0,1755160325665.0,1755160330665.0,34,0
1755160330690.0,6.07,4.2,2.0,1755160330666.0,1755160335666.0,34,0
1755160330690.0,6.07,4.2,2.0,1755160330666.0,1755160335666.0,34,0
1755160330690.0,6.07,4.2,2.0,1755160330666.0,1755160335666.0,34,0
1755160348750.6,6.122,4.9479999999999995,2.0,1755160345669.0,1755160350669.0,34,0
1755160351298.0,6.33,5.53,2.0,1755160350670.0,1755160355670.0,34,0
1755160351298.0,6.33,5.53,2.0,1755160350670.0,1755160355670.0,34,0
1755160351298.0,6.33,5.53,2.0,1755160350670.0,1755160355670.0,34,0
1755160369635.0,6.33,5.27,2.0,1755160365673.0,1755160370673.0,34,0
1755160371035.0,6.33,5.53,2.0,1755160370674.0,1755160375674.0,34,0
1755160380547.0,6.33,5.27,2.0,1755160375675.0,1755160380675.0,34,0
1755160382686.0,6.33,4.865,2.0,1755160380676.0,1755160385676.0,34,0
1755160382686.0,6.33,4.865,2.0,1755160380676.0,1755160385676.0,34,0
1755160392175.0,6.33,5.135,2.0,1755160390678.0,1755160395678.0,34,0
1755160397595.0,6.33,5.53,2.0,1755160395679.0,1755160400679.0,34,0
1755160397595.0,6.33,5.53,2.0,1755160395679.0,1755160400679.0,34,0
1755160408597.6667,6.510000000000001,5.890000000000001,2.0,1755160405681.0,1755160410681.0,34,0
1755160413576.2,6.545999999999999,5.32,2.0,1755160410682.0,1755160415682.0,34,0
1755160418145.8333,6.419999999999999,4.333333333333333,2.0,1755160415683.0,1755160420683.0,34,0
1755160422491.75,5.1675,3.8975,2.0,1755160420684.0,1755160425684.0,34,0
1755160428979.5,4.2,3.5349999999999997,2.0,1755160425685.0,1755160430685.0,34,1
1755160434516.0,3.93,3.8,2.0,1755160430686.0,1755160435686.0,34,1
1755160434516.0,3.93,3.8,2.0,1755160430686.0,1755160435686.0,34,1
1755160443596.0,3.8,3.4,2.0,1755160440688.0,1755160445688.0,34,1
1755160447855.2,3.5060000000000002,3.508,2.0,1755160445689.0,1755160450689.0,34,1
1755160453346.6667,2.956666666666667,3.356666666666667,2.0,1755160450690.0,1755160455690.0,34,1
1755160457932.0,3.265,3.0,2.0,1755160455691.0,1755160460691.0,34,1
1755160457932.0,3.265,3.0,2.0,1755160455691.0,1755160460691.0,34,1
1755160470068.5,3.13,3.0,2.0,1755160465693.0,1755160470693.0,34,1
1755160471381.0,3.4,3.13,2.0,1755160470694.0,1755160475694.0,34,1
1755160478346.875,4.6,3.13,2.0,1755160475695.0,1755160480695.0,34,1
1755160478346.875,4.6,3.13,2.0,1755160475695.0,1755160480695.0,34,1
