time,valence,arousal,videoID,start_time,end_time,P_id,probe
1754657712387.2,4.465999999999999,5.0,7.0,1754657708733.0,1754657713733.0,31,1
1754657715828.818,3.689090909090909,6.359090909090909,7.0,1754657713734.0,1754657718734.0,31,0
1754657721012.0,2.5242857142857145,6.6000000000000005,7.0,1754657718735.0,1754657723735.0,31,0
1754657724908.0,3.13,6.8675,7.0,1754657723736.0,1754657728736.0,31,0
1754657724908.0,3.13,6.8675,7.0,1754657723736.0,1754657728736.0,31,0
1754657737371.6667,3.1300000000000003,6.333333333333333,7.0,1754657733738.0,1754657738738.0,31,0
1754657740848.5,3.13,5.665,7.0,1754657738739.0,1754657743739.0,31,1
1754657748009.0,3.0,5.8,7.0,1754657743740.0,1754657748740.0,31,1
1754657751732.0,2.866666666666667,5.8,7.0,1754657748741.0,1754657753741.0,31,1
1754657754116.0,3.4,5.8,7.0,1754657753742.0,1754657758742.0,31,1
1754657760778.25,3.4675000000000002,6.0,7.0,1754657758743.0,1754657763743.0,31,0
1754657768113.6,3.2399999999999998,6.9719999999999995,7.0,1754657763744.0,1754657768744.0,31,0
1754657770247.0,2.6,8.172,7.0,1754657768745.0,1754657773745.0,31,0
1754657770247.0,2.6,8.172,7.0,1754657768745.0,1754657773745.0,31,0
1754657779480.0,2.07,8.73,7.0,1754657778747.0,1754657783747.0,31,0
1754657786971.0,2.07,8.335,7.0,1754657783748.0,1754657788748.0,31,0
1754657791401.6667,2.07,7.666666666666667,7.0,1754657788749.0,1754657793749.0,31,0
1754657795289.4,2.07,7.6659999999999995,7.0,1754657793750.0,1754657798750.0,31,0
1754657795289.4,2.07,7.6659999999999995,7.0,1754657793750.0,1754657798750.0,31,0
1754657807629.0,2.33,8.2,7.0,1754657803752.0,1754657808752.0,31,0
1754657810388.8333,2.33,8.155000000000001,7.0,1754657808753.0,1754657813753.0,31,0
1754657817156.0,2.07,8.73,7.0,1754657813754.0,1754657818754.0,31,0
1754657820737.0,2.07,8.865,7.0,1754657818755.0,1754657823755.0,31,0
1754657826726.3333,1.89,8.556666666666667,7.0,1754657823756.0,1754657828756.0,31,0
1754657833341.0,1.53,8.73,7.0,1754657828757.0,1754657833757.0,31,0
1754657836943.0,1.8,8.73,7.0,1754657833758.0,1754657838758.0,31,0
1754657840755.6667,2.6,8.73,7.0,1754657838759.0,1754657843759.0,31,0
1754657844969.5,1.935,8.73,7.0,1754657843760.0,1754657848760.0,31,0
1754657852982.0,1.8,8.0675,7.0,1754657848761.0,1754657853761.0,31,0
1754657856062.6667,1.9799999999999998,7.31,7.0,1754657853762.0,1754657858762.0,31,0
1754657860338.0,2.07,6.734999999999999,7.0,1754657858763.0,1754657863763.0,31,0
1754657860338.0,2.07,6.734999999999999,7.0,1754657858763.0,1754657863763.0,31,0
1754657870654.8,2.07,5.8,7.0,1754657868765.0,1754657873765.0,31,1
1754657870654.8,2.07,5.8,7.0,1754657868765.0,1754657873765.0,31,1
1754657870654.8,2.07,5.8,7.0,1754657868765.0,1754657873765.0,31,1
1754657886108.3333,2.07,5.8,7.0,1754657883768.0,1754657888768.0,31,1
1754657890732.7144,2.07,7.132857142857143,7.0,1754657888769.0,1754657893769.0,31,0
1754657895067.0,1.935,8.2,7.0,1754657893770.0,1754657898770.0,31,0
1754657899063.0,1.665,7.93,7.0,1754657898771.0,1754657903771.0,31,0
